"FL_IDs"	"Drug"	"Type"	"Collapsed_Cells"
"181"	"WH-4-025$FL1"	"WH-4-025"	"Signature_Correlation"	"A375|HCC515|HS578T|HT29|MDAMB231|PC3"
"266"	"WH-4-025$FL2"	"WH-4-025"	"Signature_Correlation"	"A549|HA1E|HEPG2"
"342"	"WH-4-025$FL3"	"WH-4-025"	"Signature_Correlation"	"BT20|MCF10A|MCF7|SKBR3"
"182"	"WYE-125132$FL1"	"WYE-125132"	"Signature_Correlation"	"A375|HA1E|HS578T"
"267"	"WYE-125132$FL2"	"WYE-125132"	"Signature_Correlation"	"A549|BT20|HCC515|HME1|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3"
"183"	"WZ-4-145$FL1"	"WZ-4-145"	"Signature_Correlation"	"A375|HEPG2|HT29|MDAMB231"
"268"	"WZ-4-145$FL2"	"WZ-4-145"	"Signature_Correlation"	"A549|BT20|HA1E|HCC515|HME1|HS578T|LNCAP|SKBR3"
"343"	"XMD-1150$FL1"	"XMD-1150"	"Signature_Correlation"	"BT20|HA1E|HME1|HS578T|LNCAP|MCF10A|MCF7|MDAMB231"
"184"	"XMD-16144$FL1"	"XMD-16144"	"Signature_Correlation"	"A375|HCC515|HT29|MCF10A|MCF7|MDAMB231|PC3"
"185"	"XMD11-85H$FL1"	"XMD11-85H"	"Signature_Correlation"	"A375|A549|HCC515|HT29|PC3"
"269"	"XMD11-85H$FL2"	"XMD11-85H"	"Signature_Correlation"	"BT20|HEPG2|HME1|MCF10A"
"344"	"XMD11-85H$FL3"	"XMD11-85H"	"Signature_Correlation"	"HA1E|HS578T|LNCAP|MCF7|MDAMB231|SKBR3"
"186"	"Y-39983$FL1"	"Y-39983"	"Signature_Correlation"	"A375|HA1E|HS578T"
"270"	"Y-39983$FL2"	"Y-39983"	"Signature_Correlation"	"A549|HCC515|PC3"
"345"	"Y-39983$FL3"	"Y-39983"	"Signature_Correlation"	"BT20|HEPG2|HME1|MCF10A|MDAMB231"
"415"	"Y-39983$FL4"	"Y-39983"	"Signature_Correlation"	"HELA|HT29|MCF7|YAPC"
"187"	"YM-201636$FL1"	"YM-201636"	"Signature_Correlation"	"A375|A549|HCC515|HEPG2|HT29"
"271"	"YM-201636$FL2"	"YM-201636"	"Signature_Correlation"	"BT20|HA1E|HS578T|PC3"
"346"	"YM-201636$FL3"	"YM-201636"	"Signature_Correlation"	"MCF10A|MCF7|MDAMB231|SKBR3"
"188"	"ZSTK-474$FL1"	"ZSTK-474"	"Signature_Correlation"	"A375|A549|HA1E|HME1|MCF10A|MDAMB231"
"272"	"ZSTK-474$FL2"	"ZSTK-474"	"Signature_Correlation"	"BT20|HCC515|HS578T|LNCAP|MCF7|PC3|SKBR3"
"273"	"A-66$FL1"	"A-66"	"Signature_Correlation"	"A549|ASC|ASC.C|HEPG2|HT29|HUVEC|MCF7|NEU|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"189"	"ABT-737$FL1"	"ABT-737"	"Signature_Correlation"	"A375|HME1|HT29|PC3"
"274"	"ABT-737$FL2"	"ABT-737"	"Signature_Correlation"	"A549|ASC|ASC.C|SKL|SKL.C"
"347"	"ABT-737$FL3"	"ABT-737"	"Signature_Correlation"	"CD34|HCC515|NEU"
"56"	"ABT-737$FL4"	"ABT-737"	"Signature_Correlation"	"HEPG2|HUVEC|NPC|NPC.CAS9|NPC.TAK"
"190"	"ACY-1215$FL1"	"ACY-1215"	"Signature_Correlation"	"A375|A549|HA1E|HELA|HME1|HT29|MCF7|PC3|YAPC"
"275"	"ACY-1215$FL2"	"ACY-1215"	"Signature_Correlation"	"ASC|ASC.C|HUVEC|SKL|SKL.C"
"57"	"ACY-1215$FL3"	"ACY-1215"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"191"	"AGK-2$FL1"	"AGK-2"	"Signature_Correlation"	"A375|HCC515|HEPG2|HME1|HT29"
"276"	"AGK-2$FL2"	"AGK-2"	"Signature_Correlation"	"A549|ASC|CD34|HUVEC|NEU|PC3"
"348"	"AGK-2$FL3"	"AGK-2"	"Signature_Correlation"	"ASC.C|HA1E|MCF7|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"192"	"AKT-inhibitor-1-2$FL1"	"AKT-inhibitor-1-2"	"Signature_Correlation"	"A375|A549|HA1E|HCC515|HEPG2|HT29|PC3"
"277"	"AKT-inhibitor-1-2$FL2"	"AKT-inhibitor-1-2"	"Signature_Correlation"	"BT20|MCF10A|MCF7|SKBR3"
"193"	"ALW-II-49-7$FL1"	"ALW-II-49-7"	"Signature_Correlation"	"A375|HA1E|MCF7"
"349"	"ALW-II-49-7$FL2"	"ALW-II-49-7"	"Signature_Correlation"	"ASC|ASC.C|HUES3|JURKAT"
"416"	"ALW-II-49-7$FL3"	"ALW-II-49-7"	"Signature_Correlation"	"HCC515|HEPG2|HT29|PC3"
"58"	"ALW-II-49-7$FL4"	"ALW-II-49-7"	"Signature_Correlation"	"HME1|HUVEC|SKL.C"
"61"	"ALW-II-49-7$FL5"	"ALW-II-49-7"	"Signature_Correlation"	"MNEU.E|NPC|SKL"
"71"	"ALW-II-49-7$FL6"	"ALW-II-49-7"	"Signature_Correlation"	"NEU|NPC.CAS9|NPC.TAK"
"194"	"amuvatinib$FL1"	"amuvatinib"	"Signature_Correlation"	"A375|HA1E|HCC515|HELA|HEPG2|HT29|JURKAT|MCF7|PC3|YAPC"
"278"	"amuvatinib$FL2"	"amuvatinib"	"Signature_Correlation"	"A549|ASC|ASC.C|HME1|HUES3|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL.C"
"350"	"amuvatinib$FL3"	"amuvatinib"	"Signature_Correlation"	"CD34|MNEU.E|NEU|SKL"
"195"	"anacardic-acid$FL1"	"anacardic-acid"	"Signature_Correlation"	"A375|HA1E|HME1|MCF7|NEU|NPC|NPC.CAS9"
"279"	"anacardic-acid$FL2"	"anacardic-acid"	"Signature_Correlation"	"A549|ASC.C|CD34|HUVEC|NPC.TAK|SKL|SKL.C"
"351"	"anacardic-acid$FL3"	"anacardic-acid"	"Signature_Correlation"	"ASC|HCC515|HEPG2|HT29|PC3"
"196"	"AST-1306$FL1"	"AST-1306"	"Signature_Correlation"	"A375|ASC|HA1E|HEPG2|HT29|JURKAT|MCF7|PC3|SKL"
"280"	"AST-1306$FL2"	"AST-1306"	"Signature_Correlation"	"A549|HCC515|HME1|NPC|SKL.C"
"352"	"AST-1306$FL3"	"AST-1306"	"Signature_Correlation"	"ASC.C|CD34|HUES3|HUVEC|MNEU.E|NEU|NPC.CAS9|NPC.TAK"
"197"	"AT7867$FL1"	"AT7867"	"Signature_Correlation"	"A375|A549|HA1E|HCC515|HME1|JURKAT|MCF7|SKL"
"281"	"AT7867$FL2"	"AT7867"	"Signature_Correlation"	"ASC|ASC.C|CD34|HUES3|NPC|NPC.CAS9|NPC.TAK|PC3|SKL.C"
"417"	"AT7867$FL3"	"AT7867"	"Signature_Correlation"	"HUVEC|MNEU.E|NEU"
"198"	"AZ-628$FL1"	"AZ-628"	"Signature_Correlation"	"A375|HEPG2|HME1|HT29"
"282"	"AZ-628$FL2"	"AZ-628"	"Signature_Correlation"	"A549|ASC.C|HA1E|HUVEC|MNEU.E|SKL.C"
"353"	"AZ-628$FL3"	"AZ-628"	"Signature_Correlation"	"ASC|HCC515|SKL"
"72"	"AZ-628$FL4"	"AZ-628"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"199"	"azacitidine$FL1"	"azacitidine"	"Signature_Correlation"	"A375|A549|ASC.C|HELA|HEPG2|HME1|HT29|MCF7|PC3"
"354"	"azacitidine$FL2"	"azacitidine"	"Signature_Correlation"	"CD34|NPC|NPC.CAS9|NPC.TAK"
"59"	"azacitidine$FL3"	"azacitidine"	"Signature_Correlation"	"HUVEC|SKL|SKL.C"
"1100"	"AZD-4547$FL1"	"AZD-4547"	"Signature_Correlation"	"A375|A549|HME1|JURKAT|PC3|SKL.C|YAPC"
"355"	"AZD-4547$FL2"	"AZD-4547"	"Signature_Correlation"	"ASC.C|HA1E|HCC515|HELA|HT29|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL"
"1101"	"barasertib-HQPA$FL1"	"barasertib-HQPA"	"Signature_Correlation"	"A375|A549|HEPG2|MCF7"
"356"	"barasertib-HQPA$FL2"	"barasertib-HQPA"	"Signature_Correlation"	"HA1E|HS578T|MCF10A|PC3"
"418"	"barasertib-HQPA$FL3"	"barasertib-HQPA"	"Signature_Correlation"	"HCC515|HT29|MDAMB231"
"1102"	"BGT-226$FL1"	"BGT-226"	"Signature_Correlation"	"A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3"
"283"	"BGT-226$FL2"	"BGT-226"	"Signature_Correlation"	"ASC|ASC.C|HME1|HUVEC|SKL|SKL.C"
"419"	"BGT-226$FL3"	"BGT-226"	"Signature_Correlation"	"HUES3|NPC|NPC.CAS9|NPC.TAK"
"1103"	"BIX-01294$FL1"	"BIX-01294"	"Signature_Correlation"	"A375|ASC|HEPG2|HT29|MCF7|PC3"
"284"	"BIX-01294$FL2"	"BIX-01294"	"Signature_Correlation"	"A549|ASC.C|CD34|HCC515|HUVEC"
"357"	"BIX-01294$FL3"	"BIX-01294"	"Signature_Correlation"	"HA1E|HME1|NEU|SKL|SKL.C"
"420"	"BIX-01294$FL4"	"BIX-01294"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1104"	"BIX-02189$FL1"	"BIX-02189"	"Signature_Correlation"	"A375|JURKAT|MCF7"
"285"	"BIX-02189$FL2"	"BIX-02189"	"Signature_Correlation"	"A549|ASC|SKL"
"358"	"BIX-02189$FL3"	"BIX-02189"	"Signature_Correlation"	"ASC.C|MNEU.E|NEU|NPC.TAK"
"421"	"BIX-02189$FL4"	"BIX-02189"	"Signature_Correlation"	"CD34|HUES3|NPC.CAS9"
"510"	"BIX-02189$FL5"	"BIX-02189"	"Signature_Correlation"	"HA1E|HCC515|PC3"
"62"	"BIX-02189$FL6"	"BIX-02189"	"Signature_Correlation"	"HEPG2|HME1|HT29|HUVEC"
"359"	"BMS-509744$FL1"	"BMS-509744"	"Signature_Correlation"	"ASC|ASC.C|NPC.TAK"
"422"	"BMS-509744$FL2"	"BMS-509744"	"Signature_Correlation"	"CD34|HUES3|JURKAT|SKL.C"
"63"	"BMS-509744$FL3"	"BMS-509744"	"Signature_Correlation"	"HCC515|HEPG2|HT29|MNEU.E|NEU"
"73"	"BMS-509744$FL4"	"BMS-509744"	"Signature_Correlation"	"HUVEC|MCF7|NPC|NPC.CAS9"
"1105"	"BMS-777607$FL1"	"BMS-777607"	"Signature_Correlation"	"A375|A549|NEU"
"423"	"BMS-777607$FL2"	"BMS-777607"	"Signature_Correlation"	"CD34|HME1|NPC.TAK"
"64"	"BMS-777607$FL3"	"BMS-777607"	"Signature_Correlation"	"HCC515|HEPG2|HT29|MCF7|PC3|SKL|YAPC"
"1106"	"bosutinib$FL1"	"bosutinib"	"Signature_Correlation"	"A375|HELA|PC3|YAPC"
"286"	"bosutinib$FL2"	"bosutinib"	"Signature_Correlation"	"A549|HCC515|HEPG2|HT29|JURKAT|MCF7"
"360"	"bosutinib$FL3"	"bosutinib"	"Signature_Correlation"	"ASC|ASC.C|HME1|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"1107"	"BRD-K68548958$FL1"	"BRD-K68548958"	"Signature_Correlation"	"A375|HEPG2|HT29|MCF7|PC3"
"424"	"BRD-K68548958$FL2"	"BRD-K68548958"	"Signature_Correlation"	"ASC.C|HA1E|NPC.TAK|SKL.C"
"511"	"BRD-K68548958$FL3"	"BRD-K68548958"	"Signature_Correlation"	"CD34|NPC|NPC.CAS9"
"287"	"BS-181$FL1"	"BS-181"	"Signature_Correlation"	"A549|HUES3|JURKAT"
"361"	"BS-181$FL2"	"BS-181"	"Signature_Correlation"	"ASC|ASC.C|HME1|NEU|NPC|NPC.CAS9|NPC.TAK"
"425"	"BS-181$FL3"	"BS-181"	"Signature_Correlation"	"CD34|HUVEC|MNEU.E|SKL|SKL.C"
"512"	"BS-181$FL4"	"BS-181"	"Signature_Correlation"	"HCC515|HEPG2|HT29|MCF7|PC3"
"1108"	"cabozantinib$FL1"	"cabozantinib"	"Signature_Correlation"	"A375|ASC|CD34|HA1E|HELA|MCF7|PC3|SKL|YAPC"
"288"	"cabozantinib$FL2"	"cabozantinib"	"Signature_Correlation"	"A549|HCC515|HEPG2|HT29|JURKAT"
"362"	"cabozantinib$FL3"	"cabozantinib"	"Signature_Correlation"	"ASC.C|HME1|HUES3|HUVEC|NEU|SKL.C"
"426"	"cabozantinib$FL4"	"cabozantinib"	"Signature_Correlation"	"MNEU.E|NPC|NPC.CAS9|NPC.TAK"
"1109"	"CTB$FL1"	"CTB"	"Signature_Correlation"	"A375|A549|ASC.C|HA1E|HEPG2|HME1|HT29|MCF7|PC3"
"289"	"CTB$FL2"	"CTB"	"Signature_Correlation"	"ASC|CD34|HCC515|HUVEC|NEU|SKL|SKL.C"
"363"	"CTB$FL3"	"CTB"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1110"	"CX-5461$FL1"	"CX-5461"	"Signature_Correlation"	"A375|A549|ASC.C|CD34|HUVEC|MCF7|NPC|NPC.CAS9|NPC.TAK|SKL.C"
"290"	"CX-5461$FL2"	"CX-5461"	"Signature_Correlation"	"ASC|HA1E|HCC515|HELA|HEPG2|HT29|PC3|YAPC"
"1111"	"dacomitinib$FL1"	"dacomitinib"	"Signature_Correlation"	"A375|A549|HA1E|HELA|HT29|JURKAT|MCF7|PC3|SKL"
"291"	"dacomitinib$FL2"	"dacomitinib"	"Signature_Correlation"	"ASC|ASC.C|CD34|HEPG2|HUES3|HUVEC|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK"
"364"	"dacomitinib$FL3"	"dacomitinib"	"Signature_Correlation"	"HCC515|HME1|SKL.C|YAPC"
"1112"	"dinaciclib$FL1"	"dinaciclib"	"Signature_Correlation"	"A375|HA1E|HCC515|HEPG2|HT29|MCF7|PC3"
"292"	"dinaciclib$FL2"	"dinaciclib"	"Signature_Correlation"	"A549|ASC|ASC.C|HME1|HUVEC|SKL|SKL.C"
"1113"	"doramapimod$FL1"	"doramapimod"	"Signature_Correlation"	"A375|ASC|ASC.C|HA1E|HME1|HUVEC|PC3|SKL|SKL.C"
"293"	"doramapimod$FL2"	"doramapimod"	"Signature_Correlation"	"A549|CD34|HUES3|JURKAT|NEU|NPC|NPC.CAS9|NPC.TAK"
"365"	"doramapimod$FL3"	"doramapimod"	"Signature_Correlation"	"HCC515|HELA|HEPG2|HT29|MCF7|MNEU.E|YAPC"
"1114"	"entinostat$FL1"	"entinostat"	"Signature_Correlation"	"A375|A549|HA1E|HCC515|HELA|HEPG2|HT29|MCF7|PC3|YAPC"
"294"	"entinostat$FL2"	"entinostat"	"Signature_Correlation"	"ASC|ASC.C|CD34|HME1|HUVEC|SKL|SKL.C"
"366"	"entinostat$FL3"	"entinostat"	"Signature_Correlation"	"NEU|NPC|NPC.CAS9|NPC.TAK"
"1115"	"enzastaurin$FL1"	"enzastaurin"	"Signature_Correlation"	"A375|HS578T|MDAMB231"
"295"	"enzastaurin$FL2"	"enzastaurin"	"Signature_Correlation"	"A549|HCC515|HEPG2|MCF10A"
"367"	"enzastaurin$FL3"	"enzastaurin"	"Signature_Correlation"	"BT20|MCF7|SKBR3"
"427"	"enzastaurin$FL4"	"enzastaurin"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"296"	"epigallocatechin-gallate-(-)$FL1"	"epigallocatechin-gallate-(-)"	"Signature_Correlation"	"A549|CD34|HCC515"
"368"	"epigallocatechin-gallate-(-)$FL2"	"epigallocatechin-gallate-(-)"	"Signature_Correlation"	"ASC|ASC.C|HA1E|HEPG2|HUVEC|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C"
"1116"	"everolimus$FL1"	"everolimus"	"Signature_Correlation"	"A375|A549|HA1E|HELA|HT29|JURKAT|MCF7|PC3|YAPC"
"297"	"everolimus$FL2"	"everolimus"	"Signature_Correlation"	"ASC|ASC.C|HME1|SKL|SKL.C"
"513"	"everolimus$FL3"	"everolimus"	"Signature_Correlation"	"HUVEC|NPC|NPC.CAS9|NPC.TAK"
"1117"	"EX-527$FL1"	"EX-527"	"Signature_Correlation"	"A375|ASC|HCC515|HEPG2|HT29|PC3|SKL|YAPC"
"298"	"EX-527$FL2"	"EX-527"	"Signature_Correlation"	"A549|CD34|HA1E|HELA|HME1|MCF7|NEU"
"369"	"EX-527$FL3"	"EX-527"	"Signature_Correlation"	"ASC.C|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL.C"
"1118"	"FR-180204$FL1"	"FR-180204"	"Signature_Correlation"	"A375|A549|ASC|ASC.C|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C"
"299"	"FR-180204$FL2"	"FR-180204"	"Signature_Correlation"	"CD34|HA1E|HUES3|JURKAT"
"2100"	"GDC-0068$FL1"	"GDC-0068"	"Signature_Correlation"	"A549|HA1E|HT29|MCF7|PC3|YAPC"
"514"	"GDC-0068$FL2"	"GDC-0068"	"Signature_Correlation"	"HCC515|HEPG2|SKL|SKL.C"
"65"	"GDC-0068$FL3"	"GDC-0068"	"Signature_Correlation"	"JURKAT|MNEU.E|NEU"
"74"	"GDC-0068$FL4"	"GDC-0068"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1119"	"GSK-1070916$FL1"	"GSK-1070916"	"Signature_Correlation"	"A375|A549|CD34|HT29|HUVEC|MCF7|NPC|NPC.CAS9|NPC.TAK"
"2101"	"GSK-1070916$FL2"	"GSK-1070916"	"Signature_Correlation"	"ASC|ASC.C|HEPG2|PC3|SKL|YAPC"
"370"	"GSK-1070916$FL3"	"GSK-1070916"	"Signature_Correlation"	"HA1E|HCC515|HELA|HME1|NEU|SKL.C"
"2102"	"GSK-3-inhibitor-II$FL1"	"GSK-3-inhibitor-II"	"Signature_Correlation"	"ASC|HCC515|HEPG2|HT29|MCF7|PC3|SKL"
"371"	"GSK-3-inhibitor-II$FL2"	"GSK-3-inhibitor-II"	"Signature_Correlation"	"ASC.C|CD34|HUES3|JURKAT"
"1120"	"GSK-461364$FL1"	"GSK-461364"	"Signature_Correlation"	"A375|A549|HA1E|HELA|HEPG2|HME1|HT29|MCF7|PC3"
"2103"	"GSK-461364$FL2"	"GSK-461364"	"Signature_Correlation"	"ASC|ASC.C|HCC515|SKL"
"372"	"GSK-461364$FL3"	"GSK-461364"	"Signature_Correlation"	"CD34|HUVEC|NEU|NPC|NPC.CAS9|NPC.TAK|SKL.C|YAPC"
"1121"	"GSK-J1$FL1"	"GSK-J1"	"Signature_Correlation"	"A375|A549|ASC.C|HME1"
"2104"	"GSK-J1$FL2"	"GSK-J1"	"Signature_Correlation"	"ASC|HA1E|HT29|MCF7|SKL"
"373"	"GSK-J1$FL3"	"GSK-J1"	"Signature_Correlation"	"CD34|HUVEC|NEU"
"428"	"GSK-J1$FL4"	"GSK-J1"	"Signature_Correlation"	"HCC515|HEPG2|PC3"
"515"	"GSK-J1$FL5"	"GSK-J1"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK|SKL.C"
"1122"	"GSK-J4$FL1"	"GSK-J4"	"Signature_Correlation"	"A375|A549|HEPG2|HT29"
"2105"	"GSK-J4$FL2"	"GSK-J4"	"Signature_Correlation"	"ASC|ASC.C|HCC515|HUVEC"
"374"	"GSK-J4$FL3"	"GSK-J4"	"Signature_Correlation"	"CD34|HA1E|HME1|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C"
"1123"	"HG-14-10-04$FL1"	"HG-14-10-04"	"Signature_Correlation"	"A375|HA1E|HCC515|HEPG2|HT29|MCF7|PC3"
"2106"	"HG-14-10-04$FL2"	"HG-14-10-04"	"Signature_Correlation"	"A549|ASC|ASC.C|HME1|MNEU.E|NPC|NPC.CAS9|NPC.TAK|SKL.C"
"1124"	"HG-9-91-01$FL1"	"HG-9-91-01"	"Signature_Correlation"	"A375|HA1E|HCC515|HEPG2|HT29|PC3"
"2107"	"HG-9-91-01$FL2"	"HG-9-91-01"	"Signature_Correlation"	"A549|ASC|CD34|HME1|HUES3|JURKAT|MCF7|MNEU.E|NEU"
"375"	"HG-9-91-01$FL3"	"HG-9-91-01"	"Signature_Correlation"	"ASC.C|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"1125"	"I-BET-151$FL1"	"I-BET-151"	"Signature_Correlation"	"A375|HCC515|HT29|MCF7|PC3"
"376"	"I-BET-151$FL2"	"I-BET-151"	"Signature_Correlation"	"ASC|ASC.C|SKL|SKL.C"
"516"	"I-BET-151$FL3"	"I-BET-151"	"Signature_Correlation"	"HA1E|HME1|HUVEC"
"66"	"I-BET-151$FL4"	"I-BET-151"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1126"	"I-BET-762$FL1"	"I-BET-762"	"Signature_Correlation"	"A375|HA1E|HELA|HME1|HT29|MCF7|PC3"
"377"	"I-BET-762$FL2"	"I-BET-762"	"Signature_Correlation"	"ASC|ASC.C|HUVEC|SKL|SKL.C"
"67"	"I-BET-762$FL3"	"I-BET-762"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"2108"	"ibrutinib$FL1"	"ibrutinib"	"Signature_Correlation"	"A549|HA1E|HCC515|HME1|HT29|MCF7|SKL.C|YAPC"
"378"	"ibrutinib$FL2"	"ibrutinib"	"Signature_Correlation"	"ASC|ASC.C|CD34|HEPG2|HUES3|HUVEC"
"429"	"ibrutinib$FL3"	"ibrutinib"	"Signature_Correlation"	"MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK"
"1127"	"idelalisib$FL1"	"idelalisib"	"Signature_Correlation"	"A375|A549|ASC.C|HUES3|MCF7|MNEU.E|SKL"
"379"	"idelalisib$FL2"	"idelalisib"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"430"	"idelalisib$FL3"	"idelalisib"	"Signature_Correlation"	"HCC515|HEPG2|HT29|NEU"
"68"	"idelalisib$FL4"	"idelalisib"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1128"	"iniparib$FL1"	"iniparib"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3|YAPC"
"2109"	"iniparib$FL2"	"iniparib"	"Signature_Correlation"	"A549|ASC|CD34|HCC515|HEPG2|HME1|NEU"
"380"	"iniparib$FL3"	"iniparib"	"Signature_Correlation"	"ASC.C|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"381"	"IOX2$FL1"	"IOX2"	"Signature_Correlation"	"ASC.C|HME1|HUVEC|SKL|SKL.C"
"431"	"IOX2$FL2"	"IOX2"	"Signature_Correlation"	"HEPG2|HT29|NPC.TAK|PC3"
"1129"	"JQ1-(-)$FL1"	"JQ1-(-)"	"Signature_Correlation"	"A375|HUVEC|MCF7"
"2110"	"JQ1-(-)$FL2"	"JQ1-(-)"	"Signature_Correlation"	"A549|HA1E|HEPG2"
"382"	"JQ1-(-)$FL3"	"JQ1-(-)"	"Signature_Correlation"	"ASC|ASC.C|HME1|HT29|SKL.C"
"432"	"JQ1-(-)$FL4"	"JQ1-(-)"	"Signature_Correlation"	"CD34|NPC|NPC.CAS9|NPC.TAK"
"1130"	"JQ1-(+)$FL1"	"JQ1-(+)"	"Signature_Correlation"	"A375|HCC515|HT29|MCF7|PC3"
"383"	"JQ1-(+)$FL2"	"JQ1-(+)"	"Signature_Correlation"	"ASC|ASC.C|HA1E|HME1|HUVEC|SKL|SKL.C"
"517"	"JQ1-(+)$FL3"	"JQ1-(+)"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1131"	"JW55$FL1"	"JW55"	"Signature_Correlation"	"A375|ASC.C|CD34|HT29|MCF7|SKL.C"
"384"	"JW55$FL2"	"JW55"	"Signature_Correlation"	"ASC|HME1|HUVEC|NEU|SKL"
"433"	"JW55$FL3"	"JW55"	"Signature_Correlation"	"HCC515|HEPG2|PC3"
"518"	"JW55$FL4"	"JW55"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1132"	"KIN001-244$FL1"	"KIN001-244"	"Signature_Correlation"	"A375|A549|HA1E|HUES3|JURKAT"
"2111"	"KIN001-244$FL2"	"KIN001-244"	"Signature_Correlation"	"ASC|CD34|NEU|SKL"
"434"	"KIN001-244$FL3"	"KIN001-244"	"Signature_Correlation"	"HCC515|MCF7|MNEU.E"
"519"	"KIN001-244$FL4"	"KIN001-244"	"Signature_Correlation"	"HEPG2|HT29|PC3"
"69"	"KIN001-244$FL5"	"KIN001-244"	"Signature_Correlation"	"HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL.C"
"1133"	"KIN001-266$FL1"	"KIN001-266"	"Signature_Correlation"	"A375|A549|ASC|CD34|HA1E|HUES3"
"2112"	"KIN001-266$FL2"	"KIN001-266"	"Signature_Correlation"	"ASC.C|HUVEC|JURKAT|NPC|NPC.TAK|SKL.C"
"385"	"KIN001-266$FL3"	"KIN001-266"	"Signature_Correlation"	"HCC515|HEPG2|MCF7|PC3"
"435"	"KIN001-266$FL4"	"KIN001-266"	"Signature_Correlation"	"HME1|HT29|MNEU.E|NEU|NPC.CAS9|SKL"
"1134"	"KIN001-270$FL1"	"KIN001-270"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"386"	"KIN001-270$FL2"	"KIN001-270"	"Signature_Correlation"	"ASC|ASC.C|CD34|HUVEC|MCF7|MNEU.E|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"1135"	"KU-55933$FL1"	"KU-55933"	"Signature_Correlation"	"A375|A549|HA1E|MCF7|NEU"
"2113"	"KU-55933$FL2"	"KU-55933"	"Signature_Correlation"	"ASC|ASC.C|CD34|SKL|SKL.C"
"387"	"KU-55933$FL3"	"KU-55933"	"Signature_Correlation"	"HCC515|HEPG2|HT29|PC3"
"436"	"KU-55933$FL4"	"KU-55933"	"Signature_Correlation"	"HME1|HUVEC|NPC|NPC.CAS9|NPC.TAK"
"1136"	"KU-60019$FL1"	"KU-60019"	"Signature_Correlation"	"A375|CD34|HCC515|HEPG2|HT29|PC3"
"2114"	"KU-60019$FL2"	"KU-60019"	"Signature_Correlation"	"A549|ASC.C|HA1E|HME1|HUVEC|MCF7"
"388"	"KU-60019$FL3"	"KU-60019"	"Signature_Correlation"	"ASC|NEU|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"1137"	"KW-2449$FL1"	"KW-2449"	"Signature_Correlation"	"A375|A549|CD34|MCF7|YAPC"
"2115"	"KW-2449$FL2"	"KW-2449"	"Signature_Correlation"	"ASC|ASC.C|SKL.C"
"437"	"KW-2449$FL3"	"KW-2449"	"Signature_Correlation"	"HCC515|HEPG2|HT29"
"610"	"KW-2449$FL4"	"KW-2449"	"Signature_Correlation"	"HUVEC|MNEU.E|SKL"
"75"	"KW-2449$FL5"	"KW-2449"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1138"	"masitinib$FL1"	"masitinib"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2116"	"masitinib$FL2"	"masitinib"	"Signature_Correlation"	"A549|HUVEC|MNEU.E|NEU|SKL.C"
"520"	"masitinib$FL3"	"masitinib"	"Signature_Correlation"	"HCC515|HEPG2|HT29"
"611"	"masitinib$FL4"	"masitinib"	"Signature_Correlation"	"HME1|NPC|SKL"
